category,product_description
Household,"Nirlon Ceramic Aluminium Kadhai, 3 litres, Grey This is the best non-stick wok. Made of premium quality cast aluminium and coated with 5 layers of coating, top with ceramic outside, this wok is absolutely remarkable. Nothing will ever stick to it. Most of the time, all you need is a paper towel to wipe off any residue before you can reuse again. Unlike other non-stick cookware coated, this ceramic coating is safe and 10x stronger than Teflon coating. It will withstand temperature up to 800 degrees Fahrenheit and yet have the heat distributed evenly to avoid burn spots. PTFE and PFOA free, this wok is not only good for you but is also environmentally safe. Perfect Gift for Christmas, Mothers' Day, Fathers' Day, Weddings, Hose Warming, Birthdays and just about any occasion."
Household,"Lasaki Rectangle Ceramic Pot Attached with Tray/Plate for Indoor Plants (YP) Lasaki products are handmade so each piece is unique. There's a built-in drainage hole that protects it from overwatering. Place it on a saucer that can excess water. Cute and attractive this little piece looks great when displayed on your balcony, window ledge, or garden. Lasaki want to present different art forms and create a whole new product by itself that has never been created before. E at Lasaki believe in - ""Design to empower.""  br>ceramic pots for indoor plants for garden."
Household,"Hindustani Saudagar Microwave Safe Hand Painted Ceramic Single Tea Pot Kettle Set 250 Ml Blue & Yellow Color Set Excellent Gift for Any Occasion: Holidays, Anniversaries, Appreciation Prepare tea,either in a tea kettle or a heat resistant cup you heat water almost to the boiling point. Turn it off and let it cool for one minute. Put the amount of tea according to your taste or instructions into the teapot. Pour the water into the tea and cover the teapot. Let it steep -depending on the tea and how concentrated you like it- from two to four minutes. Serve. It is now ready to be enjoyed. Remember that the longer you let white, green or black tea steep, the more bitter it will be.legal disclaimer: dear customer, we have not given any authority to any other sellers to sell "" hindustani saudagar "" products and that the ""seller hindustani saudagar"" is the sole owner of the brand hindustani saudagar. If you receive this product by any seller other than us, i.e. Hindustani saudagar then please note that it is not a hindustani saudagar branded kettle, and that we are not responsible for bad quality, damage, or any other issue that gives a bad buying experience."
Household,"Turkceramics Dips, Nuts and Salad Ceramic Server (15 cm x 11 cm x 3.5 cm, OMHR15DK99) The perfect mezze platter from turkey. This high grade ceramic dish is ideal for mezzes, dips, salads, sauces, starters, aperitifs and mini food servings. This plate is foodsafe, microsafe and dishwasher safe. Made in turkey. Serve your dinner in perfect style when you have guests at home or when you decide to surprise your family."
Household,"Lasaki Log Birds Ceramic Pots for Indoor Plants,Planters,Flower pots,gamla for Indoor,Outdoor,Balcony,Home,Garden,Office Decor,Bonsai Pot,Succulent Pot (Color:White)(L:15 cm, W:15 cm, H:14 cm) Lasaki products are handmade so each piece is unique which makes them even more exclusive. There's a built-in drainage hole that protects it from overwatering.  Place it on a saucer that can collect the excess water. Cute and attractive this little piece looks great when displayed on your balcony,window ledge, or garden. Lasaki want to present different art forms and create a whole new product by itself that has never been created before. We at Lasaki believe in - ""Design to empower.""   ceramic pots for indoor plants,ceramic pots,ceramic planter,ceramic pots and planters,ceramic planters indoor,ceramic planters pot,bonsai pot,bonsai planters ceramic, succulent planter,pots for garden,pots for plants,pots and planters,pots ceramic,pots for indoor plants,planters,planters pot,ceramic pot small,ceramic planters outdoor, ceramic planters for succulents,ceramic planters for indoor plants,succulent pots,ceramic pots for succulent plants,succulent pots ceramic set,bonsai planter, pots plant container,pots planters,pots plants set,pots plants small,pots plants,pots planters ceramic,ceramic bonsai pots,ceramic bonsai,ceramic bonsai pots for indoor plants ceramic bonsai pots only,ceramic bonsai plant pots,ceramic bonsai planters,ceramic bonsai bowl,ceramic succulent planters,ceramic succulent pots,gamla for garden, gamla,gamla pot,gamle for balcony,gamla planter,flower pots for garden,flower pots for living room,flower pots for balcony,flower planters,flower planters pots, flower planter for home décor,flower planter pots decorative,flower ceramic pot,flower ceramic pots for garden,flower pot ceramic for money plant,ceramic flower pots, ceramic flowerpots,ceramic flower pots for garden balcony,ceramic flower pots for indoor plants,ceramic flower pots for living room,ceramic gamla for garden, ceramic gamla,ceramic flower pots for garden,ceramic flower pots for money plant,flower pots indoor,bonsai flower pots,bonsai flower pots for garden."
Household,"iBELL Cookware 3 Pcs Ceramic Combo Set (Fry Pan 24 cm, Tawa 26 cm & Wok with Glass Lid 28Cm) Care & Usage: Wash with soft sponge in soapy water. Rinse and wipe dry thoroughly. For best cooking results medium heat is ideal. Avoid scratching the surface with metal utensils use a wooden or plastic one. Do not store food for long time in any cookware."
Household,"swadeshi enterprises Ceramic 180 ml Jars Set of 4 with two 100 ml Jar Plus 1 very small jar Set total 7 Jars Set Ita a small classic jar for storing pickle chatni jam on dinning table, kitchen table. it can hold approx 250 ml of item each. it looks vintage and classic."
Household,"ORPIO (LABLE) Stainless Steel 2 in 1 Dual Salt and Pepper Grinder with Adjustable Ceramic Mechanism (Silver) Product Description   It's a dual-purpose grinder that is convenient and space-saving. No need to buy for two salt and pepper mills when you can combine them into one.  This Salt & Pepper Grinder is an acrylic glass with two separate compartment for Salt and Pepper with durable ceramic plates that allows you to adjust the coarseness of the grind for both spices. Simply add your favorite fresh spices, then quickly grind, turn it to the right clockwise, releasing the spice you need in your food, Color: Silver"
Household,"Buzz Lotus Moroccan Blue Ceramic Kjã¸Kken Storage Jar Moroccan blue ceramic pottery jars are ideal for both modern and ethnic homes. You can use them as both decorative e pieces as well as effective storage jars. To be placed on your dining table, kitchen counters and even on a show case! These are totally safe and BPA free and non plastic ceramic material which has virtually endless life. Their pottery tended to be hand painted with fine details, deep colors, and a variety of hand spun designs. The ceramic material is eco friendly and biodegradable. The design is eternal and timeless The Kingdom of Morocco is renown for its pottery, covered with complex geometric, arabesque and beautiful, rich patterns. Moroccan art has been influenced by a diversity of cultures. The intricate hand-painted ceramics of Morocco usually reveal designs that have been influenced by Islamic culture. Some tribes in Morocco have been painting the same design for over 200 years."
Household,"MosQuick® Ceramic Mug, Coffee Mug, Tea Mug with lid and Spoon, Different Sayings (Blue Color) Smart & stylish ceramic beverage mug with a protection lid or cover and a stirring spoon, can be used to drink coffee or tea at office and home and it is a must have for any kind of beverage lovers."
Household,"Caffeine Ceramic Handmade Teaset, Kettle, Sugar and Milk Container, Cups with Saucer, 6-inch(Blue/Green) - 15 Pieces Caffeine ceramic handmade tea set. Note: set of 15 component-kettle, sugar & milk container and cups with saucer. These are superiorly preferable for indian style guest welcoming of tea times because for us it has always been more than just tea. Design: studio, all about the amalgamation of colours and textures. Studio art is one of the most exclusive pottery from india. Colour: blue and green. All colours and glaze used on our dinnerware are food safe as its protected by ecoglaze. Craft: vitrified stoneware that does not absorbs moisture, is more hygienic and has better heat retention properties. Each design is handcrafted under glaze prolonging the life of product, improving stain and metal mark resistance and chip resistance durability. Completely devoid of lead. Dimension: kettle-17*17*9.5, sugar- 10*10*5.5, milk-10*10*5.5, cup-9*9*6.5 and saucer-11*11*1 (l*b*h in cm). Product care: avoid scratching with hard bristled brushes. Dishwasher safe in mild cycle. Microwave/induction safe. Not suitable for direct burner. Only use indirect sources of heat. Do not put it in pre-heated oven/microwave. Do not freeze at high freezing temperature. Disclaimer: slight and minor colour change could be noticed as each product is individually made by hand. Flash used in the shoot and difference in screen resolutions could also be a reason."
